code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,all_activity_sumclick,after_clicks_sum,before_clicks_sum,forumng_clicks_sum,homepage_clicks_sum,oucontent_clicks_sum,subpage_clicks_sum,url_clicks_sum,resource_clicks_sum,glossary_clicks_sum,dataplus_clicks_sum,oucollaborate_clicks_sum,quiz_clicks_sum,ouelluminate_clicks_sum,sharedsubpage_clicks_sum,questionnaire_clicks_sum,page_clicks_sum,externalquiz_clicks_sum,ouwiki_clicks_sum,dualpane_clicks_sum,repeatactivity_clicks_sum,folder_clicks_sum,htmlactivity_clicks_sum,date_registration,module_presentation_length,CMA_sumScore,TMA_sumScore,Exam_sumScore
2,3,1,6,1,3,0,0,30,0,Fail,84,62,22,23,41,9,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,269,0,0,0
2,3,1,5,0,5,0,0,120,0,Fail,121,107,14,2,34,2,7,1,8,0,0,0,67,0,0,0,0,0,0,0,0,0,0,81,269,33,75,0
2,3,1,5,0,5,1,1,60,0,Withdrawn,128,128,0,4,10,0,4,0,3,0,0,0,107,0,0,0,0,0,0,0,0,0,0,9,269,56,0,0
2,3,0,1,0,0,0,0,210,0,Withdrawn,136,123,13,0,28,17,10,1,24,0,0,0,56,0,0,0,0,0,0,0,0,0,0,142,269,0,0,0
2,3,1,7,0,6,1,0,60,0,Pass,657,589,68,59,119,6,56,6,53,0,0,0,356,0,0,0,2,0,0,0,0,0,0,150,269,312,240,64
2,3,1,12,0,6,0,0,90,0,Pass,393,388,5,25,112,0,50,1,31,0,0,0,171,0,0,0,3,0,0,0,0,0,0,66,269,367,306,96
2,3,0,8,0,8,0,0,30,0,Fail,430,430,0,10,40,6,41,5,7,0,0,0,321,0,0,0,0,0,0,0,0,0,0,18,269,239,0,0
2,3,1,1,0,2,1,0,60,1,Withdrawn,338,283,55,4,49,123,32,4,17,0,0,0,109,0,0,0,0,0,0,0,0,0,0,34,269,11,0,0
2,3,1,9,0,5,1,0,60,0,Distinction,2120,2119,1,74,525,78,443,14,257,0,0,1,709,0,0,0,19,0,0,0,0,0,0,57,269,360,373,94
2,3,1,9,0,1,0,0,60,0,Pass,4863,4818,45,298,446,1005,242,16,103,0,0,0,2744,0,0,0,9,0,0,0,0,0,0,58,269,318,324,54
2,3,1,4,1,2,1,0,30,0,Withdrawn,739,735,4,21,99,64,60,7,52,0,0,0,436,0,0,0,0,0,0,0,0,0,0,67,269,280,262,0
2,3,0,7,0,9,0,1,60,0,Pass,312,309,3,35,51,0,31,1,12,0,0,0,181,0,0,0,1,0,0,0,0,0,0,87,269,195,68,50
2,3,1,2,0,2,1,0,60,0,Pass,4692,4563,129,2035,687,600,287,10,148,0,0,41,878,0,0,0,6,0,0,0,0,0,0,32,269,321,346,80
2,3,1,8,0,9,0,0,30,0,Pass,555,541,14,46,55,20,35,3,18,0,0,1,375,0,0,0,2,0,0,0,0,0,0,24,269,364,282,86
2,3,0,4,0,2,1,0,60,0,Pass,20391,19983,408,3399,2052,1178,490,28,202,0,0,0,13032,0,0,0,10,0,0,0,0,0,0,29,269,356,352,74
2,3,1,12,0,7,0,1,120,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,269,0,0,0
2,3,1,5,0,6,0,0,180,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,269,0,0,0
2,3,1,4,0,2,0,0,60,1,Pass,1596,1489,107,370,156,30,91,11,72,0,0,12,853,0,0,0,1,0,0,0,0,0,0,42,269,310,368,78
2,3,1,8,1,9,1,0,60,0,Distinction,582,549,33,17,93,30,54,7,61,0,0,1,319,0,0,0,0,0,0,0,0,0,0,115,269,385,389,92
2,3,1,8,0,1,1,0,60,0,Distinction,925,921,4,311,138,21,105,14,66,0,0,8,262,0,0,0,0,0,0,0,0,0,0,18,269,386,386,96
2,3,1,3,0,1,0,0,60,0,Withdrawn,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,269,0,0,0
2,3,1,11,0,7,0,1,30,0,Withdrawn,245,243,2,3,40,2,22,1,11,0,0,0,166,0,0,0,0,0,0,0,0,0,0,17,269,113,66,0
2,3,1,6,1,7,0,0,60,0,Pass,854,854,0,122,112,39,59,3,18,0,0,19,482,0,0,0,0,0,0,0,0,0,0,14,269,248,80,50
2,3,0,6,1,3,0,0,60,0,Pass,452,449,3,24,120,0,60,3,26,0,0,3,214,0,0,0,2,0,0,0,0,0,0,14,269,236,194,48
2,3,1,6,0,8,1,0,60,0,Pass,2468,2409,59,892,317,300,181,12,85,0,0,0,681,0,0,0,0,0,0,0,0,0,0,7,269,194,0,52
2,3,1,6,1,7,0,0,60,0,Pass,1294,1268,26,164,154,295,77,9,17,0,0,5,573,0,0,0,0,0,0,0,0,0,0,14,269,176,0,44
2,3,0,6,0,1,0,0,30,0,Withdrawn,152,152,0,26,39,7,27,1,27,0,0,2,23,0,0,0,0,0,0,0,0,0,0,65,269,0,30,0
2,3,1,9,0,5,0,0,30,0,Pass,2597,2489,108,367,416,460,163,15,67,0,0,7,1096,0,0,0,6,0,0,0,0,0,0,147,269,279,279,62
2,3,1,10,1,2,0,0,60,0,Fail,200,188,12,0,34,16,19,2,4,0,0,0,125,0,0,0,0,0,0,0,0,0,0,49,269,78,0,0
2,3,1,0,0,6,1,0,60,0,Withdrawn,471,252,219,4,96,58,115,14,125,0,0,7,52,0,0,0,0,0,0,0,0,0,0,52,269,22,0,0
2,3,0,2,0,0,1,0,60,0,Withdrawn,217,207,10,9,41,2,19,3,9,0,0,0,134,0,0,0,0,0,0,0,0,0,0,17,269,89,0,0
2,3,0,6,1,8,0,0,90,0,Pass,3025,3022,3,49,285,122,203,25,93,0,0,1,2245,0,0,0,2,0,0,0,0,0,0,64,269,304,333,70
2,3,1,8,0,5,0,1,120,0,Pass,745,732,13,42,103,4,83,12,43,0,0,1,456,0,0,0,1,0,0,0,0,0,0,136,269,309,299,94
2,3,1,5,1,3,1,0,60,0,Fail,1611,1610,1,140,161,390,156,7,584,0,0,0,170,0,0,0,3,0,0,0,0,0,0,135,269,110,133,24
2,3,1,6,0,1,1,0,30,0,Pass,3464,3313,151,1573,832,273,132,10,84,0,0,1,557,0,0,0,2,0,0,0,0,0,0,38,269,290,318,60
2,3,1,7,0,8,1,0,60,0,Distinction,1416,1234,182,128,195,4,170,8,215,0,0,0,692,0,0,0,4,0,0,0,0,0,0,38,269,377,390,88
2,3,1,9,0,4,0,0,60,0,Withdrawn,121,121,0,9,11,1,4,1,5,0,0,0,90,0,0,0,0,0,0,0,0,0,0,41,269,89,0,0
2,3,1,11,0,5,0,0,60,0,Pass,1616,1560,56,45,227,15,77,2,32,0,0,0,1218,0,0,0,0,0,0,0,0,0,0,155,269,353,324,70
2,3,1,0,1,9,0,0,30,0,Distinction,4149,4114,35,0,592,722,238,82,42,0,0,0,2464,0,0,0,9,0,0,0,0,0,0,24,269,396,0,98
2,3,1,6,0,7,0,0,60,0,Distinction,2735,2635,100,781,572,10,193,1,62,0,0,39,1076,0,0,0,1,0,0,0,0,0,0,22,269,354,0,100
2,3,1,8,0,5,1,1,60,1,Pass,756,709,47,57,124,96,92,6,114,0,0,2,265,0,0,0,0,0,0,0,0,0,0,25,269,292,302,50
2,3,1,1,0,2,0,0,60,0,Pass,1886,1832,54,70,221,40,62,5,25,0,0,1,1459,0,0,0,3,0,0,0,0,0,0,52,269,323,308,62
2,3,0,6,0,3,1,0,60,0,Distinction,6089,6043,46,2043,1334,45,275,20,95,0,0,22,2254,0,0,0,1,0,0,0,0,0,0,70,269,370,383,100
2,3,1,1,0,1,0,0,120,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,269,0,0,0
2,3,1,11,0,4,0,0,60,0,Withdrawn,1151,853,298,31,90,620,36,2,27,0,0,0,345,0,0,0,0,0,0,0,0,0,0,67,269,204,129,0
2,3,1,6,0,0,0,1,60,1,Pass,1180,1179,1,2,81,0,111,4,25,0,0,0,953,0,0,0,4,0,0,0,0,0,0,74,269,233,282,80
2,3,1,0,0,3,0,0,60,0,Distinction,1133,1065,68,390,336,49,61,6,19,0,0,0,271,0,0,0,1,0,0,0,0,0,0,23,269,369,385,98
2,3,0,1,0,8,0,0,90,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,269,0,0,0
2,3,1,12,0,9,0,0,60,0,Distinction,459,397,62,10,74,12,84,4,38,0,0,0,236,0,0,0,1,0,0,0,0,0,0,23,269,337,273,98
2,3,1,0,0,0,0,0,30,0,Fail,238,73,165,0,69,5,18,3,122,0,0,0,21,0,0,0,0,0,0,0,0,0,0,22,269,0,0,0
2,3,1,1,0,6,0,0,180,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,269,0,0,0
2,3,1,1,0,1,1,0,60,0,Pass,7941,7909,32,1340,724,494,272,15,68,0,0,1,5026,0,0,0,1,0,0,0,0,0,0,78,269,252,235,46
2,3,1,10,0,7,1,1,60,0,Withdrawn,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,269,184,96,0
2,3,1,0,0,5,0,1,30,0,Fail,1194,1194,0,7,128,243,46,2,45,0,0,0,723,0,0,0,0,0,0,0,0,0,0,73,269,121,178,0
2,3,1,1,0,1,0,0,120,0,Withdrawn,610,578,32,39,77,4,46,4,50,0,0,0,390,0,0,0,0,0,0,0,0,0,0,46,269,92,70,0
2,3,1,4,0,2,0,0,30,0,Pass,1658,1641,17,388,339,315,190,4,72,0,0,7,339,0,0,0,4,0,0,0,0,0,0,18,269,342,324,74
2,3,1,3,0,8,0,0,30,0,Fail,710,653,57,19,132,62,80,5,134,0,0,5,273,0,0,0,0,0,0,0,0,0,0,38,269,219,38,30
2,3,1,3,0,2,1,0,60,0,Pass,8242,8018,224,96,1104,266,469,11,651,0,0,31,5607,0,0,0,7,0,0,0,0,0,0,53,269,381,369,76
2,3,1,2,0,9,0,1,120,0,Pass,495,493,2,61,61,1,33,5,45,0,0,0,288,0,0,0,1,0,0,0,0,0,0,31,269,300,214,74
2,3,0,11,0,4,0,0,60,0,Withdrawn,63,63,0,14,20,0,16,1,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,108,269,0,49,0
2,3,0,7,0,5,0,0,90,0,Withdrawn,46,0,46,0,31,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,269,0,0,0
2,3,1,5,0,2,0,0,30,0,Fail,89,88,1,0,29,2,3,0,15,0,0,0,40,0,0,0,0,0,0,0,0,0,0,129,269,22,56,0
2,3,1,10,0,0,0,0,60,0,Pass,1154,1127,27,110,246,18,63,6,56,0,0,0,652,0,0,0,3,0,0,0,0,0,0,53,269,360,380,56
2,3,1,9,0,3,0,0,60,0,Withdrawn,25,16,9,3,12,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,269,0,0,0
2,3,1,12,0,9,0,0,60,0,Fail,655,654,1,4,84,15,56,2,45,0,0,0,443,0,0,0,6,0,0,0,0,0,0,34,269,276,237,38
2,3,1,8,0,6,0,1,60,1,Fail,96,95,1,0,19,0,7,1,4,0,0,0,65,0,0,0,0,0,0,0,0,0,0,60,269,117,80,0
2,3,0,9,0,8,0,1,60,1,Pass,814,703,111,47,208,60,61,7,34,0,0,1,393,0,0,0,3,0,0,0,0,0,0,155,269,286,290,60
2,3,1,10,1,9,1,0,60,0,Distinction,4670,4478,192,1027,715,31,261,32,237,0,0,4,2356,0,0,0,7,0,0,0,0,0,0,93,269,396,0,98
2,3,1,9,0,6,0,0,60,0,Distinction,1383,1325,58,206,230,19,175,16,76,0,0,0,660,0,0,0,1,0,0,0,0,0,0,92,269,385,385,98
2,3,1,4,1,0,0,0,30,0,Withdrawn,2101,2054,47,1173,333,47,77,9,85,0,0,0,377,0,0,0,0,0,0,0,0,0,0,137,269,180,169,0
2,3,1,8,0,8,0,0,90,0,Pass,486,481,5,48,79,0,60,11,19,0,0,3,263,0,0,0,3,0,0,0,0,0,0,88,269,226,260,40
2,3,1,4,0,6,0,0,30,0,Fail,1290,1284,6,58,245,559,96,4,64,0,0,0,262,0,0,0,2,0,0,0,0,0,0,137,269,272,266,38
2,3,1,7,0,5,0,0,30,0,Withdrawn,88,78,10,0,39,6,4,1,35,0,0,0,3,0,0,0,0,0,0,0,0,0,0,122,269,0,46,0
2,3,1,0,1,9,0,0,60,1,Fail,564,560,4,33,97,0,34,1,18,0,0,0,381,0,0,0,0,0,0,0,0,0,0,34,269,269,279,28
2,3,1,7,0,5,0,0,30,0,Pass,901,864,37,208,208,54,69,11,49,0,0,0,302,0,0,0,0,0,0,0,0,0,0,156,269,254,282,66
2,3,0,12,0,4,0,0,120,0,Withdrawn,57,52,5,4,14,0,6,0,2,0,0,0,31,0,0,0,0,0,0,0,0,0,0,142,269,22,0,0
2,3,1,4,0,7,0,0,30,0,Withdrawn,285,285,0,7,47,4,13,1,8,0,0,0,205,0,0,0,0,0,0,0,0,0,0,23,269,182,92,0
2,3,1,9,0,3,0,0,60,0,Pass,15173,14540,633,2066,1737,439,279,9,20,0,0,0,10621,0,0,0,2,0,0,0,0,0,0,136,269,365,364,64
2,3,0,9,0,3,0,0,60,0,Pass,9097,8803,294,696,807,20,110,3,14,0,0,0,7447,0,0,0,0,0,0,0,0,0,0,136,269,358,376,84
2,3,1,9,1,5,1,0,30,0,Fail,234,224,10,57,53,13,34,0,14,0,0,0,63,0,0,0,0,0,0,0,0,0,0,95,269,44,56,0
2,3,1,6,1,8,0,0,30,0,Pass,920,894,26,238,147,4,84,8,96,0,0,13,329,0,0,0,1,0,0,0,0,0,0,93,269,329,227,44
2,3,1,9,0,8,0,1,90,0,Fail,253,246,7,1,45,13,35,1,16,0,0,3,139,0,0,0,0,0,0,0,0,0,0,113,269,203,146,36
2,3,1,10,0,3,0,1,90,0,Fail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,269,253,294,0
2,3,1,6,0,3,1,0,30,0,Fail,2825,2400,425,684,448,624,153,18,56,0,0,39,802,0,0,0,1,0,0,0,0,0,0,80,269,199,0,36
2,3,0,5,0,1,0,0,120,0,Withdrawn,5,1,4,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,269,0,0,0
2,3,1,7,1,9,1,0,90,0,Pass,568,568,0,0,85,0,67,8,13,0,0,0,395,0,0,0,0,0,0,0,0,0,0,46,269,349,0,94
2,3,1,2,0,6,0,0,60,1,Pass,1992,1706,286,29,326,829,136,12,54,0,0,4,595,0,0,0,7,0,0,0,0,0,0,85,269,367,362,62
2,3,1,11,0,5,0,0,150,0,Withdrawn,77,77,0,2,13,0,13,0,2,0,0,0,47,0,0,0,0,0,0,0,0,0,0,80,269,33,0,0
2,3,1,2,0,6,0,0,90,0,Withdrawn,332,255,77,24,77,105,14,3,21,0,0,0,88,0,0,0,0,0,0,0,0,0,0,144,269,56,0,0
2,3,1,3,0,3,0,1,120,0,Withdrawn,964,963,1,196,127,40,131,5,63,0,0,2,400,0,0,0,0,0,0,0,0,0,0,17,269,289,82,0
2,3,1,3,0,1,0,0,120,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,269,0,0,0
2,3,1,3,0,3,0,1,60,0,Pass,623,522,101,12,138,0,38,8,18,0,0,0,409,0,0,0,0,0,0,0,0,0,0,53,269,272,258,54
2,3,1,8,0,2,0,0,90,0,Withdrawn,170,167,3,8,34,10,6,7,2,0,0,0,103,0,0,0,0,0,0,0,0,0,0,34,269,100,0,0
2,3,1,4,0,4,1,0,60,0,Withdrawn,523,475,48,3,88,147,27,5,63,0,0,0,190,0,0,0,0,0,0,0,0,0,0,53,269,11,20,0
2,3,1,10,0,9,0,0,60,0,Fail,178,178,0,6,25,1,33,3,13,0,0,0,97,0,0,0,0,0,0,0,0,0,0,14,269,126,211,34
2,3,0,1,0,8,1,0,60,0,Pass,3413,3226,187,155,461,914,279,14,145,0,0,0,1439,0,0,0,6,0,0,0,0,0,0,115,269,360,0,56
2,3,1,3,0,4,1,1,60,0,Pass,3027,3016,11,180,631,871,167,17,372,0,0,13,770,0,0,0,6,0,0,0,0,0,0,155,269,291,300,52
2,3,0,1,0,5,0,0,150,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,269,0,0,0
2,3,0,8,0,6,0,0,90,0,Distinction,4345,4064,281,787,574,214,212,13,132,0,0,13,2393,0,0,0,7,0,0,0,0,0,0,93,269,371,373,88
2,3,1,7,0,8,0,0,60,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,269,0,0,0
2,3,1,6,0,7,0,1,30,0,Withdrawn,89,89,0,6,14,7,8,0,3,0,0,0,51,0,0,0,0,0,0,0,0,0,0,22,269,56,0,0
2,3,1,8,0,3,1,0,90,0,Withdrawn,326,324,2,2,78,1,27,2,8,0,0,0,207,0,0,0,1,0,0,0,0,0,0,87,269,267,93,0
2,3,1,5,1,9,1,0,90,0,Withdrawn,25,6,19,0,15,2,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,269,0,0,0
2,3,1,8,0,9,1,0,60,1,Withdrawn,443,437,6,7,53,1,21,2,8,0,0,0,351,0,0,0,0,0,0,0,0,0,0,113,269,125,98,0
2,3,0,6,0,3,1,0,60,0,Pass,866,841,25,112,137,32,68,2,27,0,0,0,488,0,0,0,0,0,0,0,0,0,0,38,269,342,351,78
2,3,1,5,1,6,1,0,60,0,Pass,8846,7194,1652,1330,2214,164,617,159,320,0,0,13,4020,0,0,0,9,0,0,0,0,0,0,155,269,383,393,80
2,3,1,6,0,8,0,1,90,1,Fail,98,95,3,5,24,6,6,4,8,0,0,0,45,0,0,0,0,0,0,0,0,0,0,53,269,22,44,0
2,3,0,8,0,2,0,0,30,0,Withdrawn,301,297,4,24,60,100,25,7,17,0,0,0,68,0,0,0,0,0,0,0,0,0,0,17,269,0,46,0
2,3,1,5,0,4,0,0,30,0,Withdrawn,173,167,6,0,42,3,23,2,13,0,0,0,90,0,0,0,0,0,0,0,0,0,0,64,269,93,56,0
2,3,1,6,1,9,0,0,60,0,Pass,906,890,16,324,256,2,68,5,58,0,0,0,192,0,0,0,1,0,0,0,0,0,0,9,269,246,270,58
2,3,1,8,0,5,0,0,90,0,Withdrawn,93,88,5,19,33,10,12,5,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,65,269,0,0,0
2,3,1,1,0,7,0,0,30,1,Pass,1133,1131,2,34,155,71,69,3,36,0,0,0,765,0,0,0,0,0,0,0,0,0,0,78,269,344,305,66
2,3,1,5,0,6,0,0,60,0,Withdrawn,271,233,38,4,46,69,11,0,4,0,0,0,137,0,0,0,0,0,0,0,0,0,0,52,269,127,44,0
2,3,1,3,0,2,0,0,60,0,Pass,1877,1875,2,77,419,114,152,21,213,0,0,18,859,0,0,0,4,0,0,0,0,0,0,95,269,264,341,56
2,3,1,3,1,8,1,0,30,0,Fail,83,64,19,0,18,0,12,0,12,0,0,0,41,0,0,0,0,0,0,0,0,0,0,148,269,78,0,0
2,3,1,7,0,8,0,0,60,0,Pass,4751,4633,118,532,603,2406,157,19,212,0,0,13,806,0,0,0,3,0,0,0,0,0,0,42,269,356,0,72
2,3,1,8,0,2,0,0,60,1,Fail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,269,0,0,0
2,3,1,9,0,5,0,0,60,0,Withdrawn,387,372,15,3,30,316,4,0,2,0,0,0,32,0,0,0,0,0,0,0,0,0,0,122,269,0,0,0
2,3,1,3,0,4,0,0,90,0,Distinction,1152,1151,1,26,118,34,98,5,61,0,0,0,809,0,0,0,1,0,0,0,0,0,0,44,269,329,340,92
2,3,0,3,0,2,0,0,150,0,Pass,6605,6562,43,117,326,227,115,9,28,0,0,4,5774,0,0,0,5,0,0,0,0,0,0,23,269,347,249,78
2,3,0,3,0,8,1,0,30,0,Distinction,1084,1062,22,7,131,9,54,3,28,0,0,0,850,0,0,0,2,0,0,0,0,0,0,72,269,379,0,92
2,3,0,0,0,4,0,0,120,0,Withdrawn,251,248,3,0,16,2,4,1,4,0,0,0,224,0,0,0,0,0,0,0,0,0,0,81,269,0,0,0
2,3,1,10,0,0,0,0,60,0,Distinction,2252,2244,8,4,126,3,206,8,83,0,0,11,1810,0,0,0,1,0,0,0,0,0,0,31,269,321,384,92
2,3,1,8,1,7,0,1,30,0,Distinction,1060,1060,0,21,189,35,145,10,67,0,0,9,581,0,0,0,3,0,0,0,0,0,0,53,269,389,98,90
2,3,1,5,0,5,1,0,90,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,269,0,0,0
2,3,0,4,1,2,1,1,30,0,Distinction,6125,5956,169,3549,1344,54,370,46,140,0,0,13,603,0,0,0,6,0,0,0,0,0,0,34,269,400,387,100
2,3,1,7,0,7,0,0,30,0,Fail,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,269,0,0,0
2,3,1,8,0,9,0,1,90,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,269,0,0,0
2,3,1,11,0,0,0,0,60,0,Fail,2109,2107,2,422,373,224,139,4,75,0,0,0,869,0,0,0,3,0,0,0,0,0,0,31,269,162,187,34
2,3,1,5,0,0,0,0,60,0,Pass,2435,2366,69,766,463,24,120,6,151,0,0,0,904,0,0,0,1,0,0,0,0,0,0,93,269,335,366,76
2,3,0,0,0,3,0,0,150,0,Pass,4913,4910,3,360,491,274,491,5,202,0,0,0,3088,0,0,0,2,0,0,0,0,0,0,140,269,245,236,42
2,3,0,9,0,5,0,1,60,0,Fail,345,278,67,4,83,8,53,6,37,0,0,0,154,0,0,0,0,0,0,0,0,0,0,129,269,42,102,18
2,3,1,12,0,7,1,0,60,0,Withdrawn,136,132,4,15,26,8,8,5,4,0,0,0,70,0,0,0,0,0,0,0,0,0,0,115,269,56,0,0
2,3,1,5,0,1,0,0,60,0,Pass,757,640,117,172,136,4,50,5,35,0,0,0,354,0,0,0,1,0,0,0,0,0,0,155,269,364,373,72
2,3,1,0,0,2,0,0,60,0,Withdrawn,25,19,6,5,15,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,269,0,0,0
2,3,1,12,0,1,0,1,60,0,Withdrawn,134,134,0,9,32,2,10,3,7,0,0,0,71,0,0,0,0,0,0,0,0,0,0,21,269,0,8,0
2,3,1,6,1,0,0,0,60,1,Pass,3716,3597,119,1075,742,88,219,14,199,0,0,0,1376,0,0,0,3,0,0,0,0,0,0,36,269,326,329,64
2,3,1,1,0,0,0,0,30,0,Withdrawn,239,227,12,0,22,53,8,4,7,0,0,0,145,0,0,0,0,0,0,0,0,0,0,106,269,0,72,0
2,3,1,1,1,8,0,0,60,0,Distinction,816,741,75,5,97,36,78,4,62,0,0,0,532,0,0,0,2,0,0,0,0,0,0,34,269,341,361,92
2,3,1,4,0,5,0,0,60,0,Withdrawn,365,358,7,15,113,1,33,5,31,0,0,0,167,0,0,0,0,0,0,0,0,0,0,129,269,46,65,0
2,3,1,11,1,9,0,0,30,0,Pass,5240,5239,1,338,230,1395,127,1,53,0,0,0,3092,0,0,0,4,0,0,0,0,0,0,60,269,201,148,40
2,3,0,10,1,0,0,1,90,0,Withdrawn,4,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,269,180,196,0
2,3,1,0,0,3,0,0,30,0,Fail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,269,0,0,0
2,3,0,11,0,1,1,0,60,0,Fail,303,279,24,6,70,11,33,11,11,0,0,0,161,0,0,0,0,0,0,0,0,0,0,38,269,143,38,0
2,3,1,5,0,8,0,1,90,0,Withdrawn,215,165,50,35,38,2,20,3,6,0,0,0,111,0,0,0,0,0,0,0,0,0,0,129,269,78,0,0
2,3,0,8,0,9,0,0,90,1,Withdrawn,32,0,32,0,19,1,1,1,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,50,269,0,0,0
2,3,0,3,1,0,0,0,30,0,Pass,1102,1036,66,74,191,54,109,26,74,0,0,0,571,0,0,0,3,0,0,0,0,0,0,25,269,336,320,72
2,3,1,1,0,4,0,0,120,0,Withdrawn,104,101,3,2,37,0,17,1,7,0,0,3,37,0,0,0,0,0,0,0,0,0,0,92,269,0,0,0
2,3,1,5,0,6,0,0,30,0,Pass,1443,1349,94,162,170,6,62,3,29,0,0,4,1004,0,0,0,3,0,0,0,0,0,0,52,269,344,382,84
2,3,1,12,0,2,0,0,30,0,Fail,1361,1353,8,96,141,16,121,4,20,0,0,18,944,0,0,0,1,0,0,0,0,0,0,78,269,232,205,30
2,3,0,4,0,4,0,0,90,0,Withdrawn,290,267,23,1,92,53,18,7,16,0,0,0,103,0,0,0,0,0,0,0,0,0,0,31,269,18,0,0
2,3,1,7,0,8,1,0,60,0,Pass,4531,4274,257,1059,525,705,258,81,129,0,0,9,1761,0,0,0,4,0,0,0,0,0,0,144,269,355,94,66
2,3,1,8,0,8,0,1,60,0,Pass,2263,2259,4,193,240,34,100,4,89,0,0,0,1603,0,0,0,0,0,0,0,0,0,0,84,269,312,338,62
2,3,1,7,0,2,0,0,60,0,Fail,1292,1153,139,389,201,20,113,3,51,0,0,0,514,0,0,0,1,0,0,0,0,0,0,53,269,276,86,34
2,3,1,10,0,8,0,1,60,0,Pass,974,963,11,26,128,24,52,1,20,0,0,0,722,0,0,0,1,0,0,0,0,0,0,18,269,344,320,90
2,3,1,0,0,8,0,0,120,1,Pass,253,249,4,2,47,17,29,2,12,0,0,0,144,0,0,0,0,0,0,0,0,0,0,66,269,230,237,70
2,3,1,3,0,7,0,0,30,0,Pass,2539,2528,11,63,200,4,397,14,226,0,0,0,1626,0,0,0,9,0,0,0,0,0,0,30,269,288,156,52
2,3,1,6,0,5,0,1,30,0,Fail,1553,1474,79,18,123,142,43,4,18,0,0,0,1205,0,0,0,0,0,0,0,0,0,0,25,269,163,0,0
2,3,1,4,0,0,0,0,60,0,Withdrawn,61,55,6,13,25,2,7,2,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,63,269,0,0,0
2,3,1,12,0,5,0,0,30,0,Pass,2860,2849,11,191,471,106,253,12,295,0,0,20,1507,0,0,0,5,0,0,0,0,0,0,46,269,388,361,78
2,3,1,3,0,4,1,0,30,1,Withdrawn,991,990,1,5,143,271,108,7,97,0,0,0,360,0,0,0,0,0,0,0,0,0,0,53,269,108,0,0
2,3,1,9,0,5,0,0,60,0,Fail,476,476,0,4,80,14,42,8,74,0,0,0,253,0,0,0,1,0,0,0,0,0,0,28,269,198,211,36
2,3,1,5,0,1,0,0,30,0,Fail,640,640,0,23,140,1,77,3,86,0,0,0,310,0,0,0,0,0,0,0,0,0,0,14,269,154,152,44
2,3,1,5,0,0,0,0,120,0,Pass,1403,1377,26,15,148,36,102,6,35,0,0,0,1061,0,0,0,0,0,0,0,0,0,0,18,269,241,62,40
2,3,1,7,0,8,0,0,30,0,Fail,28,28,0,0,13,0,0,2,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,30,269,0,0,0
